Item type,Authors,Title,Date published
Journal Article,"Paige C,Panayotov I,Zemke JP",An augmented analysis of the perturbed two-sided Lanczos tridiagonalization process,2014
Journal Article,"Shen SQ,Yu J,Huang TZ",Some classes of nonsingular matrices with applications to localize the real eigenvalues of real matrices,2014
Journal Article,"Van Zee FG,Van de Geijn R,Quintana-Orti G",Restructuring the tridiagonal and bidiagonal QR algorithms for performance,2014
Journal Article,"De Teran F,Dopico F,Perez J",New bounds for roots of polynomials based on Fiedler companion matrices,2014
Journal Article,"Delgado J,Pena JM",Fast and accurate algorithms for Jacobi-Stirling matrices,2014
Journal Article,"Wu JP,Song JQ,Zhang WM",An efficient and accurate method to compute the Fiedler vector based on Householder deflation and inverse power iteration,2014
Journal Article,"Petschow M,Quintana-Orti ES,Bientinesi P",Improved accuracy and parallelism for MRRR-based eigensolvers---a mixed precision approach,2014
Journal Article,Pestana J,On the eigenvalues and eigenvectors of block triangular preconditioned block matrices,2014
Journal Article,"Zeng L,Su Y",A backward stable algorithm for quadratic eigenvalue problems,2014
Journal Article,Uhlig F,Faster and more accurate computation of the field of values boundary for $n$ by $n$ matrices,2014
Journal Article,"Kressner D,Mengi E,Nakic I,Truhar N",Generalized eigenvalue problems with specified eigenvalues,2014
Journal Article,"Bora S,Karow M,Mehl C,Sharma P",Structured eigenvalue backward errors of matrix pencils and polynomials with Hermitian and related structures,2014
Journal Article,"Li Y,Wei M,Zhang F,Zhao J",A fast structure-preserving method for computing the singular value decomposition of quaternion matrices,2014
Journal Article,"Hadjidimos A,Tzoumas MG",On Brauer-Ostrowski and Brualdi sets,2014
Journal Article,"Jarlebring E,Meerbergen K,Michiels W",Computing a partial Schur factorization of nonlinear eigenvalue problems using the infinite Arnoldi method,2014
Journal Article,Chen MX,An augmented Lagrangian dual optimization approach to the $H$-weighted model updating problem,2014
Journal Article,"Jungers RM,Cicone A,Guglielmi N",Lifted polytope methods for computing the joint spectral radius,2014
Journal Article,"Tang PT,Polizzi E",FEAST as a subspace iteration eigensolver accelerated by approximate spectral projection,2014
Journal Article,"Imakura A,Du L,Sakurai T",A block Arnoldi-type contour integral spectral projection method for solving generalized eigenvalue problems,2014
Journal Article,"Romero E,Roman JE",A parallel implementation of Davidson methods for large-scale eigenvalue problems in SLEPc,2014
Journal Article,"Karlsson L,Kressner D,Lang B",Optimally packed chains of bulges in multishift QR algorithms,2014
Journal Article,"Liu L,Huang W,Chen DR",Exact minimum rank approximation via Schatten $p$-norm minimization,2014
Journal Article,"Amodio P,Brugnano L",Recent advances in bibliometric indexes and the \it PaperRank problem,2014
Journal Article,"Wu SL,Li CX",A splitting iterative method for the discrete dynamic linear systems,2014
Journal Article,Leng H,Real eigenvalue bounds of standard and generalized real interval eigenvalue problems,2014
Journal Article,"Jarlebring E,Guettel S",A spatially adaptive iterative method for a class of nonlinear operator eigenproblems,2014
Journal Article,"Kressner D,Vandereycken B",Subspace methods for computing the pseudospectral abscissa and the stability radius,2014
Journal Article,Ibrahim NF,An algorithm for the largest eigenvalue of nonhomogeneous nonnegative polynomials,2014
Journal Article,"Wei Y,Qu Y",Perturbation bound for the eigenvalues of a singular diagonalizable matrix,2014
Journal Article,Armentano D,Complexity of path-following methods for the eigenvalue problem,2014
Journal Article,"Salam A,Al-Aidarous ES",Equivalence between modified symplectic Gram-Schmidt and Householder SR algorithms,2014
Journal Article,"Fan HY,Weng PC,Chu EK",Refining estimates of invariant and deflating subspaces for large and sparse matrices and pencils,2014
Journal Article,"Boito P,Eidelman Y,Gemignani L",Implicit QR for rank-structured matrix pencils,2014
Journal Article,"Bai Z,Li RC",Minimization principles and computation for the generalized linear response eigenvalue problem,2014
Journal Article,"Aurentz JL,Vandebril R,Watkins D","Fast computation of eigenvalues of companion, comrade, and related matrices",2014
Journal Article,"Schulze Darup M,Kastsian M,Mross S,Moennigmann M",Efficient computation of spectral bounds for Hessian matrices on hyperrectangles for global optimization,2014
Journal Article,"Rubensson EH,Niklasson AM",Interior eigenvalues from density matrix expansions in quantum mechanical molecular dynamics,2014
Journal Article,"Bueno MI,De Teran F",Eigenvectors and minimal bases for some families of Fiedler-like linearizations,2014
Journal Article,"Jena L,Mishra D,Pani S",Convergence and comparison theorems for single and double decompositions of rectangular matrices,2014
Journal Article,"Fatoorehchi H,Abolghasemi H",On computation of real eigenvalues of matrices via the Adomian decomposition,2014
Journal Article,"Doukhnitch E,Salamah M,Andreev A",Effective processor architecture for matrix decomposition,2014
Journal Article,"Ravibabu M,Singh A",On refined Ritz vectors and polynomial characterization,2014
Journal Article,"Wu SL,Bergamaschi L,Li CX",A note on eigenvalue distribution of constraint-preconditioned symmetric saddle point matrices [corrigendum to MR2951253],2014
Journal Article,"Cheng GH,Song Z,Yang J,Si J",The bounds of the eigenvalues for rank-one modification of Hermitian matrix,2014
Journal Article,"Hu S,Huang Z,Qi L",Strictly nonnegative tensors and nonnegative tensor partition,2014
Journal Article,"Adhikari B,Alam R",Structured mapping problems for linearly structured matrices,2014
Journal Article,"Hari V,Singer S,Singer S",Full block $J$-Jacobi method for Hermitian matrices,2014
Journal Article,"Antoine X,Duboscq R",Robust and efficient preconditioned Krylov spectral solvers for computing the ground states of fast rotating and strongly interacting Bose-Einstein condensates,2014
Journal Article,"Zhang Z,Chen W,Cheng X",A penalty optimization algorithm for eigenmode optimization problem using sensitivity analysis,2014
Book,"Eidelman Y,Gohberg I,Haimovici I",Separable type representations of matrices and fast algorithms. Vol. 2,2014
Journal Article,"Jiang B,Cui C,Dai YH",Unconstrained optimization models for computing several extreme eigenpairs of real symmetric matrices,2014
Journal Article,"Muhic A,Plestenjak B",A method for computing all values $\lambda $ such that $A+\lambda B$ has a multiple eigenvalue,2014
Journal Article,"Niu D,Yuan X",An implicitly restarted Lanczos bidiagonalization method with refined harmonic shifts for computing smallest singular triplets,2014
Journal Article,"Zhang H,Ding F",A property of the eigenvalues of the symmetric positive definite matrix and the iterative algorithm for coupled Sylvester matrix equations,2014
Journal Article,"Arangala C,Lee JT,Borden C",Seriation algorithms for determining the evolution of \it The Star Husband Tale,2014
Journal Article,"Ryckelynck P,Smoch L",Quadratic choreographies,2014
Journal Article,"Ferranti M,Vandebril R",Computing eigenvalues of normal matrices via complex symmetric matrices,2014
Journal Article,"El Khoury G,Nechepurenko YM,Sadkane M",Acceleration of inverse subspace iteration with Newton's method,2014
Journal Article,"Aishima K,Matsuo T,Murota K,Sugihara M",A shift strategy for superquadratic convergence in the dqds algorithm for singular values,2014
Journal Article,Zhang LH,On a self-consistent-field-like iteration for maximizing the sum of the Rayleigh quotients,2014
Journal Article,"Yuan Y,Liu H",An iterative updating method for damped structural systems using symmetric eigenstructure assignment,2014
Journal Article,"Han L,Xu J",Proof of Stenger's conjecture on matrix $I^(-1)$ of sinc methods,2014
Journal Article,"Dykes L,Reichel L",Simplified GSVD computations for the solution of linear discrete ill-posed problems,2014
Journal Article,"Gerds P,Grasedyck L",Solving an elliptic PDE eigenvalue problem via automated multi-level substructuring and hierarchical matrices,2013
Journal Article,"Benner P,Boerm S,Mach T,Reimer K",Computing the eigenvalues of symmetric $\scr H^2$-matrices by slicing the spectrum,2013
Journal Article,Mach T,Computing inner eigenvalues of matrices in tensor train matrix format,
Book,"McNamee JM,Pan V",Numerical methods for roots of polynomials. Part II,2013
Journal Article,"Zhu P,Knyazev A",Angles between subspaces and their tangents,2013
Journal Article,Mehrdoust F,A randomized algorithm for estimating the condition number of matrices,2013
Journal Article,Huang LP,Inexact Newton method for computing the smallest eigenvalue of a large symmetric positive definite Toeplitz matrix,2013
Journal Article,"Mert C,Milnikov A,Prangishvili A",Tensor approximation approach to calculation of singular values and vectors for SVD problem,2013
Journal Article,"Castelli R,Lessard JP",A method to rigorously enclose eigenpairs of complex interval matrices,
Journal Article,Ikramov KD,An efficient algorithm for computing the pseudoeigenvalues of complex matrices that are selfadjoint in a symplectic metric,2013
Journal Article,"Tang H,Wang S",Robust joint block diagonalization based convolutive blind source separation,2013
Journal Article,"Cai JF,Osher S",Fast singular value thresholding without singular value decomposition,2013
Journal Article,"Xu WW,Liu H",Perturbation bounds of partitioned Hermitian generalized eigenvalue problems,2013
Journal Article,"Gao JQ,Fan LY,Li L,Xu LZ",A practical application of kernel-based fuzzy discriminant analysis,2013
Journal Article,"Wu JP,Song JQ,Zhang WM,Zhao J",An efficient and accurate scheme for computing the Fiedler vector,2013
Journal Article,"Zhang L,Cao LQ",Higher-order multiscale Rayleigh quotient corrections to the eigenvalues of composite materials,2013
Journal Article,Tomei C,"The Toda lattice, old and new",2013
Journal Article,"Zhang LH,Yang WH",Perturbation analysis for the trace quotient problem,2013
Journal Article,"Ahmad SS,Mehrmann V","Backward errors for eigenvalues and eigenvectors of Hermitian, skew-Hermitian, $H$-even and $H$-odd matrix polynomials",2013
Journal Article,"Hu Y,Xie HQ",Orthogonal projection method for eigenpair derivatives of large symmetric matrices,2013
Journal Article,Segura J,Some analytical and numerical consequences of Sturm theorems,2013
Journal Article,"Liu P,Zhang SG,Li Q",Linear maps preserving the $q$th-degree numerical range of linear operators,2013
Journal Article,"Rendl F,Lisser A,Piacentini M","Bandwidth, vertex separators, and eigenvalue optimization",2013
Journal Article,"Shaini BI,Hoxha F",Computing generalized inverses using matrix factorizations,2013
Journal Article,"Khanh DC,Quyen HT,Thanh DD",On computing stabilizability radii of linear time-invariant continuous systems,2013
Journal Article,"Halikias G,Galanis G,Karcanias N,Milonidis E","Nearest common root of polynomials, approximate greatest common divisor and the structured singular value",2013
Journal Article,Dodi Kanu I,Formulated algorithm for computing dominant eigenvalue and the corresponding eigenvector,2013
Journal Article,"Elman HC,Wu M",Lyapunov inverse iteration for computing a few rightmost eigenvalues of large generalized eigenvalue problems,2013
Journal Article,"Saberi Najafi H,Edalatpanah SA",Iterative methods with analytical preconditioning technique to linear complementarity problems: application to obstacle problems,2013
Journal Article,"Xie J,Chang A",On the Z-eigenvalues of the signless Laplacian tensor for an even uniform hypergraph,2013
Journal Article,"Li G,Qi L,Yu G",The $Z$-eigenvalues of a symmetric tensor and its application to spectral hypergraph theory,2013
Journal Article,"Li W,Cui LB,Ng M",The perturbation bound for the Perron vector of a transition probability tensor,2013
Journal Article,"Hu S,Huang Z,Qi L",Finding the extreme Z-eigenvalues of tensors via a sequential semidefinite programming method,2013
Journal Article,"Dupont TF,Scott LR",The power method for tensor eigenproblems and limiting directions of Newton iterates,2013
Journal Article,"Friedland S,Mehrmann V,Pajarola R,Suter SK",On best rank one approximation of tensors,2013
Journal Article,"Zhang LP,Qi L,Luo ZY,Xu Y",The dominant eigenvalue of an essentially nonnegative tensor,2013
Journal Article,"Zhou G,Qi L,Wu SY",On the largest eigenvalue of a symmetric nonnegative tensor,2013
Journal Article,"Chang KC,Qi L,Zhang T",A survey on the spectral theory of nonnegative tensors,2013
Journal Article,Sun B,Hermite matrix and its eigenvalue-based decomposition,2013
Journal Article,"Cao Y,Jiang MQ,Zheng YL",A note on estimates for the eigenvalues of a preconditioned generalized saddle point matrix,2013
Journal Article,"He CY,Tu SH,Wu H",The algorithm for $m$th roots of an $r$-circulant matrix,2013
Journal Article,Stewart M,A generalized unitary Hessenberg matrix,2013
Journal Article,"Chen Z,Qi L,Yang Q,Yang Y",The solution methods for the largest eigenvalue (singular value) of nonnegative tensors and convergence analysis,2013
Journal Article,"Miyata T,Honda S,Naito R,Zhang SL",A numerical approach to surface Green's functions via generalized eigenvalue problems,2013
