Item type,Authors,Title,Date published
Journal Article,"Mittelmann HD,Law CC,Jankowski DF,Neitzel GP","A large, sparse, and indefinite generalized eigenvalue problem from fluid mechanics",1992
Journal Article,"Tsai JS,Chen CM,Shieh LS",A computer-aided method for solvents and spectral factors of matrix polynomials,1992
Journal Article,"Hinrichsen D,Pritchard AJ",On spectral variations under bounded real matrix perturbations,1992
Journal Article,"Batterson S,Day DM",Linear convergence in the shifted $QR$ algorithm,1992
Journal Article,"Chan RH,Yeung MC",Circulant preconditioners for Toeplitz matrices with positive continuous generating functions,1992
Journal Article,Sidorov AM,Eigenvalues and eigenvectors of a perturbed operator,1989
Journal Article,"Zhang L,Xie DX",Inverse eigenvalue problems with left and right eigenvectors and constraints on eigenvalues,1991
Book,Ikramov KD,\cyr Nesimmetrichnaya problema sobstvennykh znachenii,1991
Journal Article,"Grishchenko AZ,Khilenko VV",Determination of the number of fast and slow motions in the decomposition of linear dynamical models of arbitrarily large dimension,1991
Journal Article,Harada M,Solving $J_k(x)=\epsilon $ and $J''_k(x)=0$ for a given $\epsilon >0$ and $k>1$,1991
Journal Article,Asai N,The numerical solution of $xJ'_m(x)+HJ_m(x)=0$ where $m>-1$ and $m>-H$,1991
Journal Article,Zhang T,A modification of the homotopy method for solving generalized eigenvalue problem,1991
Journal Article,"Lombardi G,Rebaudo R",Properties of some special Toeplitz matrices whose elements are $0$ or $1$,1991
Journal Article,Laszlo L,Optimal plane rotations for complex matrices,1991
Journal Article,Fedorov FI,Analytic approximate solutions of the equation $\alpha \bf u=\lambda \bf u$,1991
Journal Article,Yin BC,Convergence of the generalized Lanczos method for solving nonsymmetric rectangular eigenvalue problems,1991
Journal Article,"Chen BQ,Li SB,Liu GR,Chai QZ",An eigenvalue problem for positive reciprocal matrices,1991
Journal Article,"Groh DJ,Marshall RA,Kunz AB,Givens CR",An approximation method for eigenvectors of very large matrices,1991
Journal Article,"Kurian J,Athre K",Computing techniques for the expansion of the characteristic determinant of an arbitrary lambda matrix,1991
Journal Article,Ikramov KD,Spectral singularities of special classes of matrices,1991
Journal Article,Sun JG,Rayleigh quotient and residual of a definite pair,1991
Journal Article,Watkins D,On $GR$ algorithms for the eigenvalue problem,1991
Journal Article,"Gander W,Golub G,Von Matt U",A constrained eigenvalue problem,1991
Journal Article,Van de Geijn R,Storage schemes for parallel eigenvalue algorithms,1991
Journal Article,"Sarkar TK,Yang X",Efficient solution of minimum eigen-problem of Hankel systems by conjugate gradient algorithm and FFT,1991
Journal Article,Jessup E,A statistical evaluation of inverse iteration,1991
Journal Article,Gover MJ,"The efficient calculation of the eigenvalues, eigenvectors and inverses of a special class of Brownian matrices",1991
Journal Article,Comon P,Fast computation of a restricted subset of eigenpairs of a varying Hermitian matrix,1991
Journal Article,"Berry MW,Sameh A",A hybrid scheme for the singular value decomposition on a multiprocessor,1991
Journal Article,"Ammar GS,Gragg W,Reichel L",Constructing a unitary Hessenberg matrix from spectral data,1991
Journal Article,Zheng DS,An iterative scheme for complex eigenvalues of real matrices,1991
Journal Article,"Zhang T,Yu B",Using the simplex method to solve two-parameter eigenvalue problems,1991
Journal Article,Zhang ZY,An inverse eigenvalue problem for periodic Jacobi matrices,1991
Journal Article,Yu CH,On accelerating a symmetric $QL$ algorithm by using compound shift,1991
Journal Article,"Liepins GE,Vose MD",Deceptiveness and genetic algorithm dynamics,1991
Journal Article,Parlett B,Symmetric matrix pencils,1991
Journal Article,"Allgower EL,Chien CS,Georg K,Wang CF",Conjugate gradient methods for continuation problems,1991
Journal Article,"Bini DA,Pan V",On the evaluation of the eigenvalues of a banded Toeplitz block matrix,1991
Journal Article,Kostlan E,Statistical complexity of dominant eigenvector calculation,1991
Journal Article,"Gower JC,Groenen PJ",Applications of the modified Leverrier-Faddeev algorithm for the construction of explicit matrix spectral decompositions and inverses,1991
Journal Article,"Zheng HR,Wu P",A parallel QR algorithm for computing eigenvalues of real symmetric tridiagonal matrices in MIMD parallel systems,1991
Journal Article,Zhang GD,The bisection-Newton iterative method for finding extreme eigenvalues of symmetric matrices,1991
Journal Article,Ikramov KD,On a connection between the bi-orthogonal algorithm and the Lanczos method in a space with a sign-indefinite metric,1991
Journal Article,"Chan RH,Jin X",Circulant and skew-circulant preconditioners for skew-Hermitian type Toeplitz systems,1991
Journal Article,"Kennedy D,Williams FW",More efficient use of determinants to solve transcendental structural eigenvalue problems reliably,1991
Journal Article,"Berry MW,Golub G",Estimating the largest singular values of large sparse matrices via modified moments,1991
Journal Article,Ikramov KD,On the calculation of the eigenvalues of skew-symmetric matrices,1991
Journal Article,Ikramov KD,"Matrix pencils---theory, applications, numerical methods",1991
Journal Article,Hari V,On sharp quadratic convergence bounds for the serial Jacobi methods,1991
Journal Article,Behnke H,The calculation of guaranteed bounds for eigenvalues using complementary variational principles,1991
Journal Article,"Goovaerts D,Chan TF,Piessens R",The eigenvalue spectrum of domain decomposed preconditioners,1991
Journal Article,Zhang ZY,Inverse eigenproblems for tridiagonal matrices,1991
Journal Article,"Sorensen DC,Tang PT",On the orthogonality of eigenvectors computed by divide-and-conquer techniques,1991
Journal Article,"Boley DL,Elhay S,Golub G,Gutknecht MH",Nonsymmetric Lanczos and finding orthogonal polynomials associated with indefinite weights,1991
Journal Article,Watson GA,An algorithm for optimal $l_2$ scaling of matrices,1991
Journal Article,"Druskin V,Knizhnerman L",Error estimates in the simple Lanczos process in the calculation of functions of symmetric matrices and eigenvalues,1991
Journal Article,"Soler T,Van Gelder BH",On covariances of eigenvalues and eigenvectors of second-rank symmetric tensors,1991
Journal Article,"Kim SK,Chronopoulos AT",A class of Lanczos-like algorithms implemented on parallel computers,1991
Journal Article,"Rajakumar C,Rogers CR",The Lanczos algorithm applied to unsymmetric generalized eigenvalue problem,1991
Journal Article,"Breuer KS,Sirovich L",The use of the Karhunen-Loeve procedure for the calculation of linear eigenfunctions,1991
Journal Article,Spijker MN,On a conjecture by LeVeque and Trefethen related to the Kreiss matrix theorem,1991
Journal Article,Lezius U,Numerische Loesung mechanischer Schwingungsprobleme mit Daempfung,1991
Journal Article,Kuhnert F,Noch einmal ueber die Pseudostoeriteration zur Eigenwertberechnung,1991
Journal Article,"Belyi VA,Kublanovskaya V",Spectral problems for rational matrices. Methods and algorithms. IV,1991
Journal Article,Laurie DP,Solving the inverse eigenvalue problem via the eigenvector matrix,1991
Journal Article,Sun JG,Eigenvalues of Rayleigh quotient matrices,1991
Journal Article,Belyankov AY,Formalism of the exhaustion method in linear algebra,1991
Journal Article,"Yang B,Boehme JF",Reducing the computations of the singular value decomposition array given by Brent and Luk,1991
Journal Article,Auchmuty G,Globally and rapidly convergent algorithms for symmetric eigenproblems,1991
Journal Article,"Wang SG,Zhao SQ",An algorithm for $Ax=\lambda Bx$ with symmetric and positive-definite $A$ and $B$,1991
Book,Brandal W,Numerical linear algebra,1991
Journal Article,Kuhnert F,Ueber die Sensibilitaet von Eigenwerten und Eigenvektoren,1991
Journal Article,"Deift P,Demmel J,Li LC,Tomei C",The bidiagonal singular value decomposition and Hamiltonian mechanics,1991
Journal Article,"Zhang ZN,Yong XR",A homotopy method for solving a class of real symmetric positive definite pencils $Ax=\lambda Bx$,1991
Journal Article,Leader JJ,Limit orbits of a power iteration for dominant eigenvalue problems,1991
Journal Article,Xu H,A numerical method for computing eigenvectors of a large matrix,1991
Journal Article,Dubrulle AA,Block Gauss reduction to Hessenberg form,1991
Journal Article,"Bunse-Gerstner A,Elsner L",Schur parameter pencils for the solution of the unitary eigenproblem,1991
Journal Article,Van Huffel S,Iterative algorithms for computing the singular subspace of a matrix associated with its smallest singular values,1991
Journal Article,De Pillis J,A parallelizable SOR-like method: systems with plus-shaped and linear spectra,1991
Journal Article,Strakos Z,On the real convergence rate of the conjugate gradient method,1991
Journal Article,"Hanke M,Neumann M,Niethammer W",On the spectrum of the SOR operator for symmetric positive definite matrices,1991
Journal Article,Trench WF,Numerical solution of the eigenvalue problem for efficiently structured Hermitian matrices,1991
Journal Article,Morgan R,Computing interior eigenvalues of large matrices,1991
Journal Article,"Knyazev A,Skorokhodov AL",On exact estimates of the convergence rate of the steepest ascent method in the symmetric eigenvalue problem,1991
Journal Article,Semal P,Iterative algorithms for large stochastic matrices,1991
Journal Article,"Chu MT,Driessel KR",Constructing symmetric nonnegative matrices with prescribed eigenvalues by differential equations,1991
Journal Article,"Warming RF,Beam RM",An eigenvalue analysis of finite-difference approximations for hyperbolic IBVPs. II. The auxiliary Dirichlet problem,1991
Journal Article,Schwarz HR,Eigenvalue problems and preconditioning,1991
Journal Article,Knyazev A,A preconditioned conjugate gradient method for eigenvalue problems and its implementation in a subspace,1991
Journal Article,Huckle T,Computing the minimum eigenvalue of a symmetric positive definite Toeplitz matrix with spectral transformation Lanczos methods,1991
Journal Article,Bittner L,An eigenvalue problem of the theory of ARMA models and multistep iteration procedures,1991
Journal Article,"Alefeld G,Illg B,Potra F",An enclosure method with higher order of convergence---applications to the algebraic eigenvalue problem,1991
Book,,Numerical treatment of eigenvalue problems. Vol. 5,1991
Journal Article,"Imai H,Natori M,Kawamura E",A new reorthogonalization in the Lanczos algorithm,1991
Journal Article,"Cullum JK,Willoughby R","Computing eigenvalues of large matrices, some Lanczos algorithms and a shift and invert strategy",1991
Journal Article,Skorokhodov AL,Domain decomposition method in partial symmetric eigenvalue problem,1991
Journal Article,"Bunse-Gerstner A,Fassbender H",On the generalized Schur decomposition of a matrix pencil for parallel computation,1991
Journal Article,Arbenz P,Computing eigenvalues of banded symmetric Toeplitz matrices,1991
Journal Article,"Delsarte P,Genin Y",Tridiagonal approach to the algebraic environment of Toeplitz matrices. II. Zero and eigenvalue problems,1991
Journal Article,Deif AS,Singular values of an interval matrix,1991
Journal Article,Ji X,Numerical solution of joint eigenpairs of a family of commutative matrices,1991
Journal Article,Knizhnerman L,Calculation of functions of nonsymmetric matrices by means of Arnoldi's method,1991
Journal Article,Shroff G,A parallel algorithm for the eigenvalues and eigenvectors of a general complex matrix,1991
Journal Article,"Chan RH,Jin X,Yeung MC",The spectra of super-optimal circulant preconditioned Toeplitz systems,1991
Journal Article,"Dzeng DC,Lin WW",Homotopy continuation method for the numerical solutions of generalised symmetric eigenvalue problems,1991
Journal Article,Khelifi M,Lanczos maximal algorithm for unsymmetric eigenvalue problems,1991
Journal Article,"Flaschka U,Mehrmann V,Zywietz D",An analysis of structure preserving numerical methods for symplectic eigenvalue problems,1991
Journal Article,"Li TY,Zhang H,Sun XH",Parallel homotopy algorithm for the symmetric tridiagonal eigenvalue problem,1991
Journal Article,"Ashbaugh MS,Benguria RD",Addendum: ``Some eigenvalue inequalities for a class of Jacobi matrices'',1991
Journal Article,"Healey TJ,Treacy JA",Exact block diagonalization of large eigenvalue problems for structures with symmetry,1991
Journal Article,Hari V,On pairs of almost diagonal matrices,1991
Journal Article,Van At P,Diagonal transformation methods for computing the maximal eigenvalue and eigenvector of a nonnegative irreducible matrix,1991
Journal Article,Stickel EU,Separating eigenvalues using the matrix sign function,1991
Journal Article,"Stewart GW,Zhang G",Eigenvalues of graded matrices and the condition numbers of a multiple eigenvalue,1991
Journal Article,"Miminis G,Paige C",Implicit shifting in the $\rm QR$ and related algorithms,1991
Journal Article,"Watkins D,Elsner L",Chasing algorithms for the eigenvalue problem,1991
Journal Article,Geist GA,Reduction of a general matrix to tridiagonal form,1991
Journal Article,"Kenney C,Laub AJ",Rational iterative methods for the matrix sign function,1991
Journal Article,"Bunch KJ,Grow RW",A technique to shift an eigenvalue of a complex matrix to accelerate convergence of the power and inverse power method,1991
Journal Article,Deif AS,The interval eigenvalue problem,1991
Journal Article,"Lancaster P,Ye Q",Variational and numerical methods for symmetric matrix pencils,1991
Journal Article,Gilbert GT,Positive definite matrices and Sylvester's criterion,1991
Journal Article,Liu XG,Convergence of preconditioned iterative methods,1991
Journal Article,"Lin WW,Chen CW",An acceleration method for computing the generalized eigenvalue problem on a parallel computer,1991
Journal Article,"Fargues MP,Beex AA",Fast order-recursive generalized Hermitian Toeplitz eigenspace decomposition,1991
Journal Article,Chu MT,Least squares approximation by real normal matrices with specified spectrum,1991
Journal Article,"Slapnicar I,Hari V",On the quadratic convergence of the Falk-Langemeyer method,1991
Journal Article,"Bojanczyk AW,Lutoborski A",Computation of the Euler angles of a symmetric $3\times 3$ matrix,1991
Journal Article,"Watkins D,Elsner L",Convergence of algorithms of decomposition type for the eigenvalue problem,1991
Journal Article,Ye Q,A convergence analysis for nonsymmetric Lanczos algorithms,1991
Journal Article,"Ignatev VA,Ignateva OM",Solution of a partial eigenvalue and eigenvector problem by means of a method of the successive condensation of subsystems,1990
Journal Article,Vandeven H,On the eigenvalues of second-order spectral differentiation operators,1990
Journal Article,Dinca I,Monte Carlo methods for solving some eigenvalue problems,1990
Journal Article,Klug U,Verified inclusions for eigenvalues and eigenvectors of real symmetric matrices,1990
Journal Article,Heindl G,An efficient method for improving orthonormality of nearly orthonormal sets of vectors,1990
Journal Article,Paardekooper MH,A quadratically convergent parallel Jacobi-like eigenvalue algorithm,1990
Journal Article,Sorensen DC,Numerical aspects of divide and conquer methods for eigenvalue problems,1990
Journal Article,"Kublanovskaya V,Simonova VN",An approach to solving nonlinear algebraic systems,1990
Journal Article,"Lebedev VI,Zabelin VV",On one class of three-term iterative methods with Chebyshev parameters,1990
Journal Article,"Knyazev A,Lebedev VI,Skorokhodov AL",The Temple-Lehmann-type methods in iterative algorithms,1990
Journal Article,"Zaslavskii LY,Reznik AA",A method for the iteration of a subspace in multigrid technology for solving differential eigenvalue problems,1990
Journal Article,Kuang JX,A convergence theorem for the USSOR method,1990
Journal Article,"Parlett B,Chen HC",The Lanczos algorithm with indefinite inner product,1990
Journal Article,Ivanov IG,Algorithms for solving generalized and quadratic problems of the eigenvalues of sparse matrices,1990
Journal Article,Behnke H,The determination of guaranteed bounds to eigenvalues with the use of variational methods. II,1990
Journal Article,"Goerisch F,He Z",The determination of guaranteed bounds to eigenvalues with the use of variational methods. I,1990
Journal Article,"Liu XW,Li Y",A network method for singular value decomposition of matrices,1990
Journal Article,Saad Y,"Krylov subspace methods: theory, algorithms, and applications",1990
Journal Article,Sagitov MS,A finite algorithm for splitting a $J$-symmetric generalized eigenvalue problem,1990
Journal Article,Schmidt R,"Errata: ``An empirical approach to improving the accuracy of Schwarz-Rayleigh's approximate eigenvalues'' [Indust. Math. \bf 39 (1989), no. 2, 135--141]",1990
Journal Article,Schmidt R,Accurate upper bounds to eigenvalues via Temple's lower-bound formula,1990
Journal Article,"Chatelin F,Brunet MC",A probabilistic round-off error propagation model. Application to the eigenvalue problem,1990
Journal Article,"Beelen T,Van Dooren P",Computational aspects of the Jordan canonical form,1990
Journal Article,"Lawson CL,Gupta KK",The Lanczos algorithm for a pure imaginary Hermitian matrix,1990
Journal Article,Parlett B,Misconvergence in the Lanczos algorithm,1990
Journal Article,Bohte Z,Computable error bounds for approximate eigensystems of matrices,1990
Journal Article,Ikramov KD,The use of block symmetries in solving algebraic eigenvalue problems,1990
Journal Article,"Wang JS,Xia Y",On the convergence of eigenvalues in natural order for symmetric tridiagonal $QL$ algorithm,1990
Journal Article,"Chen KP,Joseph DD",Application of the singular value decomposition to the numerical computation of the coefficients of amplitude equations and normal forms,1990
Journal Article,"Zakharchuk VT,Savenkova NP",Calculation of the boundaries of a complex spectrum,1990
Journal Article,Sorensen DC,The $k$-step Arnoldi process,1990
Journal Article,"Li ZL,Huang KB",Some perturbation theorems for eigenvectors,1990
Journal Article,You GR,Optimal estimation of eigenvalues of products of positive definite Hermitian matrices,1990
Journal Article,Grzegorski SM,On the scaled Newton method for the symmetric eigenvalue problem,1990
Journal Article,Zivkovic TP,Solution of the perturbed eigenvalue equation by the low-rank perturbation method,1990
Journal Article,Ye YC,A numerical algorithm for simultaneously finding all real eigenvalues of a matrix,1990
Journal Article,"Wang JS,Xia YS",A homotopy algorithm for solving a class of symmetric positive definite generalized eigenvalue problems,1990
Journal Article,Batterson S,Convergence of the shifted $QR$ algorithm on $3\times 3$ normal matrices,1990
Journal Article,Mills-Curran WC,"Comment on: ``Eigenvector derivatives with repeated eigenvalues'' [AIAA J. \bf 27 (1989), no. 4, 486--491; MR0987754 (90b:65064)] by R. L. Dailey",1990
Journal Article,"Moore G,Garratt TJ,Spence A",The numerical detection of Hopf bifurcation points,1990
Journal Article,"Parlett B,Chen HC",Use of indefinite pencils for computing damped natural modes,1990
Journal Article,"Van Lenthe JH,Pulay P",A space-saving modification of Davidson's eigenvector algorithm,1990
Journal Article,"Jia Z,Xiong XW",Convergence of the generalized Lanczos method in the eigenvalue problem for nonsymmetric real matrices,1990
Journal Article,Sisler M,Ueber ein mehrparametriges Iterationsverfahren fuer lineare algebraische Gleichungssysteme,1990
Journal Article,Kartyshov SV,"Erratum: ``A numerical method for solving an eigenvalue problem with nonlinear occurrence of the spectral parameter for sparse matrices'' [Zh. Vychisl. Mat. i Mat. Fiz. \bf 29 (1989), no. 12, 1898--1903; MR1035701 (91a:65090)]",1990
Journal Article,Buslaev AP,Nonlinear spectra of matrices and extremal problems,1990
Journal Article,"O'Leary DP,Stewart GW",Computing the eigenvalues and eigenvectors of symmetric arrowhead matrices,1990
Journal Article,Rohn J,Nonsingularity under data rounding,1990
Journal Article,Jiang EX,On the theoretical foundation of the Rayleigh quotient iteration method,1990
Journal Article,Zhang L,A class of inverse eigenvalue problems for symmetric matrices,1990
Journal Article,Dai H,Inverse eigenvalue problems for Jacobi matrices and symmetric tridiagonal matrices,1990
Journal Article,Arbenz P,Computing eigenvalues of banded symmetric Toeplitz matrices,1990
Journal Article,Schwarz HR,Numerische Behandlung grosser Matrizen-Eigenwertprobleme,1990
Journal Article,Chu MT,Solving additive inverse eigenvalue problems for symmetric matrices by the homotopy method,1990
Journal Article,Deif AS,Realistic a priori and a posteriori error bounds for computed eigenvalues,1990
Journal Article,Malyshev A,Guaranteed accuracy in spectral problems of linear algebra,1990
Journal Article,"Ram YM,Blech JJ,Braun SG",Eigenproblem error bounds with application to symmetric dynamic system modification,1990
Journal Article,"Bini DA,Di Benedetto F",Solving the generalized eigenvalue problem for rational Toeplitz matrices,1990
Journal Article,"Gragg W,Reichel L",A divide and conquer method for unitary and orthogonal eigenproblems,1990
Journal Article,Kuczynski J,Implementation of the gmr algorithm for large symmetric eigenproblems,1990
Journal Article,Morgan R,Davidson's method and preconditioning for generalized eigenvalue problems,1990
Journal Article,"Garus R,Kuepper T",Computation of the smallest positive eigenvalue of a quadratic $\lambda $-matrix,1990
Journal Article,Andrew AL,Eigenvalues and singular values of certain random matrices,1990
Journal Article,Pan V,Estimating the extremal eigenvalues of a symmetric matrix,1990
Journal Article,Leung AY,Perturbed general eigensolutions,1990
Journal Article,"Ashbaugh MS,Benguria RD",Some eigenvalue inequalities for a class of Jacobi matrices,1990
Journal Article,Chu EK,On multiple eigenvalues of matrices depending on several parameters,1990
Journal Article,"Evans DJ,Margaritis K",Systolic designs for eigenvalue-eigenvector computations using matrix powers,1990
Journal Article,Megson GM,A systolic helix for matrix triangularisation with partial pivoting,1990
Journal Article,Natarajan R,A parallel algorithm for the generalized symmetric eigenvalue problem on a hybrid multiprocessor,1990
Journal Article,Reiter C,Easy algorithms for finding eigenvalues,1990
Journal Article,Erxiong J,An algorithm for finding generalized eigenpairs of a symmetric definite matrix pencil,1990
Journal Article,"Demmel J,Kahan W",Accurate singular values of bidiagonal matrices,1990
Journal Article,Chu EK,"Bordered matrices, singular systems, and ergodic Markov chains",1990
Journal Article,Troutt MD,An eigenvalue formula for the radius of stability of a stable game matrix,1990
Journal Article,Ji X,The pseudosymmetric tridiagonalization of an arbitrary real matrix,1990
Journal Article,"Chu MT,Driessel KR",The projected gradient method for least squares matrix approximations with spectral constraints,1990
Journal Article,He C,On estimating the least singular value of a matrix,1990
Journal Article,Byers R,A Hamiltonian-Jacobi algorithm,1990
Journal Article,"Barlow JL,Demmel J",Computing accurate eigensystems of scaled diagonally dominant matrices,1990
Journal Article,"Marcos B,Beliveau JG",Nonlinear optimization technique for partial solution of generalized eigenvalue problems,1990
Journal Article,"Ipsen IC,Jessup E",Solving the symmetric tridiagonal eigenvalue problem on the hypercube,1990
Journal Article,"Ho D,Chatelin F,Bennani M",Arnoldi-Tchebychev procedure for large scale nonsymmetric matrices,1990
Journal Article,Newton TA,A simple algorithm for finding eigenvalues and eigenvectors for $2\times 2$ matrices,1990
Journal Article,Nanda T,An interactive method for the eigenvalue problem for matrices,1990
Journal Article,"Gill D,Tadmor E",An $O(N^2)$ method for computing the eigensystem of $N\times N$ symmetric tridiagonal matrices by the divide and conquer approach,1990
Journal Article,"Papadrakakis M,Smerou S",A new implementation of the Lanczos method in linear problems,1990
Journal Article,Ho D,Tchebychev acceleration technique for large scale nonsymmetric matrices,1990
Journal Article,"Li BX,Law AG,Raafat H,Nguyen PH,Yan YF",Eigenvalues of tridiagonal matrices: an alternative to Given's method,1990
Journal Article,"Batterson S,Smillie J",Rayleigh quotient iteration for nonsymmetric matrices,1990
Journal Article,Cherkasov MA,Application of local interpolation in determining the eigenvalues of a matrix,1990
Journal Article,Deng J,On parallel fast Jacobi algorithm for the eigenproblem of real symmetric matrices,1989
Journal Article,Shen GX,Cyclic matrices and convergence and divergence domains for the AOR method,1989
Journal Article,Hu JG,An upper bound estimate for the spectral radii of some iterative matrices,1989
Journal Article,Yu CH,A condition for cubic convergence of the $QL$ algorithm with Wilkinson's shift,1989
Journal Article,Kokovikhina OV,A numerical method for solving a nonlinear spectral problem,1989
Journal Article,"Bunse-Gerstner A,Mehrmann V,Watkins D",An SR algorithm for Hamiltonian matrices based on Gaussian elimination,1989
Journal Article,Schmidt R,An empirical approach to improving the accuracy of Schwarz-Rayleigh's approximate eigenvalues,1989
Journal Article,Ho D,Eigensolutions to large nonsymmetric matrices by Arnoldi-Tchebychev,1989
Journal Article,"Alt R,Blondel JL",An additive decomposition method for the eigenvalue problem,1989
Journal Article,Saan T,The regularized iterative method with the generalized Rayleigh quotient,1989
Journal Article,Saan T,The regularized iterative method with the Rayleigh quotient,1989
Journal Article,Maksimov YM,A composition algorithm for calculating bi-orthogonal systems of right and left eigenvectors of simple matrices,1989
Journal Article,"Bennighof JK,Sciascia MC",A substructure-based parallel algorithm for large structure eigenvalue problems,1989
Journal Article,Albrecht J,Eine einheitliche Herleitung von Einschliessungssaetzen fuer Eigenwerte,1989
Journal Article,Schwarz HR,Numerische Behandlung grosser Eigenwertaufgaben mit technischen Anwendungen,1989
Journal Article,Soto RL,On an inverse eigenvalue problem for Jacobi matrices,1989
Journal Article,Zhang GZ,A note on power methods,1989
Journal Article,"Rizzoli I,Popescu I","Computation of the eigenvalues for a tridiagonal, symmetric, real matrix",1989
Journal Article,"Sun GL,He C",A gradient approximation method for finding eigenvalues and eigenvectors of matrices,1989
Journal Article,"Xiong XW,Liu XG",Perturbation problems for matrix eigenvalues,1989
Journal Article,Godunov SK,Criteria for the convergence of orthogonal-power methods of the spectral analysis of matrices,1989
Journal Article,Dai H,Inverse eigenvalue problems for periodic Jacobi matrices,1989
Journal Article,"He XC,Dai H",Sufficient conditions for the solubility of the multiplicative inverse eigenvalue problem,1989
Journal Article,Ikramov KD,Two classes of matrices that admit fast computation of eigenvalues,1989
Journal Article,Soto RL,A numerical reconstruction of a Jacobi matrix from spectral data,1989
Journal Article,"Lancaster P,Ye Q",Variational properties and Rayleigh quotient algorithms for symmetric matrix pencils,1989
Journal Article,Notay Y,Incomplete factorization of singular linear systems,1989
Journal Article,Dai H,Sufficient conditions for the solvability of an algebraic inverse eigenvalue problem,1989
Journal Article,Li RC,Perturbation bounds for generalized eigenvalues. II,1989
Journal Article,Kartyshov SV,A numerical method for solving an eigenvalue problem with nonlinear occurrence of the spectral parameter for sparse matrices,1989
Journal Article,Dai H,The construction of periodic Jacobi matrices from spectral data,1989
Journal Article,Zheng DS,Modification and generalization of the MDR method for generalized eigenvalue problems,1989
Journal Article,Yin QX,A quasi-Lanczos method for inverse eigenvalue problems of real symmetric band matrices,1989
Journal Article,"Yang WN,Deng ZM",Error bounds of approximate solutions for generalized eigenvalue problems,1989
Journal Article,Fedorov FI,Three-dimensional perturbation theory,1989
Journal Article,Hari V,On the quadratic convergence of the serial singular value decomposition Jacobi methods for triangular matrices,1989
Journal Article,Kerner W,Large-scale complex eigenvalue problems,1989
Journal Article,"Tam BS,Wu SF",On the Collatz-Wielandt sets associated with a cone-preserving map,1989
Journal Article,"Veselic K,Hari V",A note on a one-sided Jacobi algorithm,1989
Journal Article,Deif AS,A relative backward perturbation theorem for the eigenvalue problem,1989
Book,Sehmi NS,Large order structural eigenanalysis techniques,1989
Journal Article,"Yang X,Sarkar TK,Arvas E",A survey of conjugate gradient algorithms for solution of extreme eigen-problems of a symmetric matrix,1989
Journal Article,"Markov SI,Markov KN",Parallel numerical algorithms for high-speed multiprocessor computing complexes. Calculation of eigenvalues and eigenvectors of matrices,1989
Journal Article,"Charlier JP,Van Dooren P",A Jacobi-like algorithm for computing the generalized Schur form of a regular pencil,1989
Journal Article,Paardekooper MH,A quadratically convergent parallel Jacobi process for diagonally dominant matrices with distinct eigenvalues,1989
Journal Article,"Valeev KG,Kurbanshoev SZ",The Newton method for finding the eigenvalues of a matrix with complex elements,1989
Journal Article,Van At F,Determination of the largest eigenvalue and corresponding eigenvector of nonnegative matrices by the power method,1989
Journal Article,"Cai D,Hong J",A new algorithm for the eigenvalue problem of matrices,1989
Journal Article,Sun JG,A note on local behavior of multiple eigenvalues,1989
Journal Article,Xu JX,A Ritz vector method with initial vectors introduced one by one,1989
Journal Article,"Sha S,Qu NS",A tangent method of residual functions to solve generalized eigenvalue problems,1989
Journal Article,Pang MX,A generalization of diagonal dominance of matrices and its applications,1989
Journal Article,Li RC,Perturbation bounds for generalized eigenvalues. I,1989
Journal Article,"Goussis DA,Pearlstein AJ",Removal of infinite eigenvalues in the generalized matrix eigenvalue problem,1989
Journal Article,Rump SM,Guaranteed inclusions for the complex generalized eigenproblem,1989
Journal Article,"Lue TX,Gao M",A new method for solving the eigenvalue problem of a Hamiltonian matrix,1989
Journal Article,Liu XG,Perturbation bounds for latent values of a class of matrix polynomials,1989
Journal Article,Li RC,Perturbation theorems for the generalized eigenvalues of regular matrix pairs,1989
Journal Article,"Harrod WJ,Sameh A",Trace minimization algorithm for the generalized eigenvalue problem,1989
Journal Article,"Shoaff WD,Chan CD",A parallel algorithm for the singular value decomposition of rectangular matrices,1989
Journal Article,"Jessup E,Sorensen DC",A divide and conquer algorithm for computing the singular value decomposition,1989
Journal Article,Datta BN,Parallel and large-scale matrix computations in control: some ideas,1989
Journal Article,"Zhang T,Li T,Feng GC",Homotopy method for real symmetric generalized eigenvalue problem $Ax=\lambda Bx$,1989
Journal Article,Sidi A,On extensions of the power method for normal operators,1989
Journal Article,"Mandel J,McCormick S",A multilevel variational method for $A\bf u=\lambda B\bf u$ on composite grids,1989
Journal Article,Tan RC,Some acceleration methods for iterative computation of derivatives of eigenvalues and eigenvectors,1989
Journal Article,Frumkin MA,Systolic array for eigenvalue of Jacobi matrix,1989
Journal Article,Wright PE,Statistical complexity of the power method for Markov chains,1989
Journal Article,Strauss N,"Algorithm and implementation for computation of Jordan form over $A[x_1,\cdots ,x_m]$",1989
Journal Article,"Natarajan R,Vanderbilt D","A new iterative scheme for obtaining eigenvectors of large, real-symmetric matrices",1989
Journal Article,Saad Y,Numerical solution of large nonsymmetric eigenvalue problems,1989
Journal Article,Davidson ER,Super-matrix methods,1989
Journal Article,"Cullum JK,Kerner W,Willoughby R",A generalized nonsymmetric Lanczos procedure,1989
Journal Article,Allwright JC,On maximizing the minimum eigenvalue of a linear combination of symmetric matrices,1989
Journal Article,"Shroff G,Schreiber R",On the convergence of the cyclic Jacobi method for parallel block orderings,1989
